first_order_month,months_since,cohort_city,n_active,n_cohort,retention_pct
2017-07-01,0,lajeado,3,3,1
2017-07-01,0,lapa,1,1,1
2017-07-01,0,laranjeiras do sul,2,2,1
2017-07-01,0,lauro de freitas,1,1,1
2017-07-01,0,lavras,4,4,1
2017-07-01,0,leme,1,1,1
2017-07-01,0,lencois paulista,4,4,1
2017-07-01,0,leopoldina,1,1,1
2017-07-01,0,limeira,7,7,1
2017-07-01,0,limoeiro,1,1,1
2017-07-01,0,linhares,1,1,1
2017-07-01,0,lins,4,4,1
2017-07-01,0,loanda,1,1,1
2017-07-01,0,londrina,4,4,1
2017-07-01,0,lorena,4,4,1
2017-07-01,0,louveira,2,2,1
2017-07-01,0,lucas do rio verde,2,2,1
2017-07-01,0,lucelia,3,3,1
2017-07-01,0,luis eduardo magalhaes,1,1,1
2017-07-01,0,luziania,2,2,1
2017-07-01,0,macae,11,11,1
2017-07-01,0,macaubas,1,1,1
2017-07-01,0,macedonia,2,2,1
2017-07-01,0,maceio,6,6,1
2017-07-01,0,mafra,2,2,1
2017-07-01,0,mage,6,6,1
2017-07-01,0,mairipora,2,2,1
2017-07-01,0,mamanguape,1,1,1
2017-07-01,0,mambore,1,1,1
2017-07-01,0,mamonas,1,1,1
2017-07-01,0,manaus,5,5,1
2017-07-01,0,mangueirinha,2,2,1
2017-07-01,0,manhuacu,4,4,1
2017-07-01,0,manhumirim,1,1,1
2017-07-01,0,maracai,2,2,1
2017-07-01,0,maracas,1,1,1
2017-07-01,0,marau,1,1,1
2017-07-01,0,maravilha,3,3,1
2017-07-01,0,marechal candido rondon,3,3,1
2017-07-01,0,marica,6,6,1
2017-07-01,0,marilandia,1,1,1
2017-07-01,0,marilandia do sul,1,1,1
2017-07-01,0,marilena,1,1,1
2017-07-01,0,marilia,5,5,1
2017-07-01,0,maringa,15,15,1
2017-07-01,0,maripa,1,1,1
2017-07-01,0,marmeleiro,1,1,1
2017-07-01,0,mascote,1,1,1
2017-07-01,0,mata de sao joao,2,2,1
2017-07-01,0,mata grande,1,1,1
2017-07-01,0,matao,6,6,1
2017-07-01,0,matias barbosa,1,1,1
2017-07-01,0,matinhos,2,2,1
2017-07-01,0,mato leitao,1,1,1
2017-07-01,0,matozinhos,1,1,1
2017-07-01,0,matutina,1,1,1
2017-07-01,0,maua,6,6,1
2017-07-01,0,maximiliano de almeida,1,1,1
2017-07-01,0,medicilandia,1,1,1
2017-07-01,0,medina,1,1,1
2017-07-01,0,mendonca,1,1,1
2017-07-01,0,mercedes,1,1,1
2017-07-01,0,mesquita,2,2,1
2017-07-01,0,miguel pereira,1,1,1
2017-07-01,0,miguelopolis,1,1,1
2017-07-01,0,mimoso do sul,1,1,1
2017-07-01,0,mineiros,1,1,1
2017-07-01,0,miracema,3,3,1
2017-07-01,0,miranda do norte,1,1,1
2017-07-01,0,mirassol,2,2,1
2017-07-01,0,mococa,2,2,1
2017-07-01,0,mogi das cruzes,17,17,1
2017-07-01,0,mogi mirim,4,4,1
2017-07-01,0,mogi-guacu,3,3,1
2017-07-01,0,moju,1,1,1
2017-07-01,0,mongagua,2,2,1
2017-07-01,0,monte alegre de minas,1,1,1
2017-07-01,0,monte alto,1,1,1
2017-07-01,0,monte aprazivel,2,2,1
2017-07-01,0,monte azul,1,1,1
2017-07-01,0,monte carmelo,1,1,1
2017-07-01,0,monte mor,1,1,1
2017-07-01,0,montenegro,4,4,1
2017-07-01,0,montes claros,9,9,1
2017-07-01,0,morrinhos,2,2,1
2017-07-01,0,morungaba,1,1,1
2017-07-01,0,mossoro,1,1,1
2017-07-01,0,mostardas,1,1,1
2017-07-01,0,munhoz de melo,1,1,1
2017-07-01,0,muriae,2,2,1
2017-07-01,0,mutum,2,2,1
2017-07-01,0,nantes,1,1,1
2017-07-01,0,narandiba,1,1,1
2017-07-01,0,natal,7,7,1
2017-07-01,0,nazare,1,1,1
2017-07-01,0,nazare paulista,1,1,1
2017-07-01,0,nhandeara,1,1,1
2017-07-01,0,nilopolis,3,3,1
2017-07-01,0,niteroi,21,21,1
2017-07-01,0,nortelandia,1,1,1
2017-07-01,0,nossa senhora do socorro,1,1,1
2017-07-01,0,nova andradina,1,1,1
2017-07-01,0,nova bandeirantes,1,1,1
2017-07-01,0,nova fatima,1,1,1
2017-07-01,0,nova friburgo,7,7,1
2017-07-01,0,nova granada,1,1,1
2017-07-01,0,nova iguacu,17,17,1
2017-07-01,0,nova laranjeiras,1,1,1
2017-07-01,0,nova lima,5,5,1
2017-07-01,0,nova monte verde,2,2,1
2017-07-01,0,nova serrana,4,4,1
2017-07-01,0,novo barreiro,1,1,1
2017-07-01,0,novo cruzeiro,1,1,1
2017-07-01,0,novo gama,1,1,1
2017-07-01,0,novo hamburgo,7,7,1
2017-07-01,0,novo mundo,1,1,1
2017-07-01,0,novo sao joaquim,1,1,1
2017-07-01,0,olimpia,1,1,1
2017-07-01,0,olinda,7,7,1
2017-07-01,0,oliveira,3,3,1
2017-07-01,0,orlandia,2,2,1
2017-07-01,0,orleans,1,1,1
2017-07-01,0,oros,2,2,1
2017-07-01,0,ortigueira,1,1,1
2017-07-01,0,osasco,38,38,1
2017-07-01,0,osorio,1,1,1
2017-07-01,0,ourilandia do norte,1,1,1
2017-07-01,0,ourinhos,3,3,1
2017-07-01,0,ouro branco,1,1,1
2017-07-01,0,ouro fino,1,1,1
2017-07-01,0,ouro preto,3,3,1
2017-07-01,0,ouro verde,1,1,1
2017-07-01,0,ouroeste,2,2,1
2017-07-01,0,padre bernardo,2,2,1
2017-07-01,0,palestina,1,1,1
2017-07-01,0,palhoca,6,6,1
2017-07-01,0,palmas,3,3,1
2017-07-01,0,palmeira das missoes,1,1,1
2017-07-01,0,palmeira dos indios,1,1,1
2017-07-01,0,palmital,1,1,1
2017-07-01,0,palmitinho,1,1,1
2017-07-01,0,palotina,1,1,1
2017-07-01,0,panambi,1,1,1
2017-07-01,0,papagaios,1,1,1
2017-07-01,0,papanduva,1,1,1
2017-07-01,0,para de minas,3,3,1
2017-07-01,0,paracambi,1,1,1
2017-07-01,0,paracatu,2,2,1
2017-07-01,0,paragominas,2,2,1
2017-07-01,0,paraguacu paulista,1,1,1
2017-07-01,0,paraiba do sul,1,1,1
2017-07-01,0,paraiso,1,1,1
2017-07-01,0,paranagua,4,4,1
2017-07-01,0,paranatinga,1,1,1
2017-07-01,0,paranavai,1,1,1
2017-07-01,0,paraopeba,1,1,1
2017-07-01,0,pariquera-acu,1,1,1
2017-07-01,0,parnaiba,2,2,1
2017-07-01,0,parnamirim,3,3,1
2017-07-01,0,passo de torres,1,1,1
2017-07-01,0,passo fundo,6,6,1
2017-07-01,0,pato branco,1,1,1
2017-07-01,0,patos de minas,4,4,1
2017-07-01,0,paulinia,8,8,1
2017-07-01,0,paulo afonso,4,4,1
2017-07-01,0,pecanha,1,1,1
2017-07-01,0,pederneiras,1,1,1
2017-07-01,0,pedra,1,1,1
2017-07-01,0,pedreira,2,2,1
2017-07-01,0,pedro de toledo,1,1,1
2017-07-01,0,pedro leopoldo,2,2,1
2017-07-01,0,pejucara,1,1,1
2017-07-01,0,pelotas,5,5,1
2017-07-01,0,pendencias,1,1,1
2017-07-01,0,penha,2,2,1
2017-07-01,0,perdoes,1,1,1
2017-07-01,0,perola d'oeste,1,1,1
2017-07-01,0,peruibe,1,1,1
2017-07-01,0,pesqueira,1,1,1
2017-07-01,0,petrolandia,2,2,1
2017-07-01,0,petrolina,3,3,1
2017-07-01,0,petropolis,5,5,1
2017-07-01,0,piata,1,1,1
2017-07-01,0,piau,2,2,1
2017-07-01,0,picarras,1,1,1
2017-07-01,0,picos,1,1,1
2017-07-01,0,piedade de caratinga,1,1,1
2017-07-01,0,pilar do sul,1,1,1
2017-07-01,0,pindamonhangaba,2,2,1
2017-07-01,0,pinhais,1,1,1
2017-07-01,0,pinheiral,1,1,1
2017-07-01,0,piquete,1,1,1
2017-07-01,0,piracaia,3,3,1
2017-07-01,0,piracanjuba,1,1,1
2017-07-01,0,piracicaba,9,9,1
2017-07-01,0,pirai,2,2,1
2017-07-01,0,pirai do norte,1,1,1
2017-07-01,0,piraju,1,1,1
2017-07-01,0,pirapora,4,4,1
2017-07-01,0,pirapozinho,2,2,1
2017-07-01,0,pirassununga,1,1,1
2017-07-01,0,pitangui,2,2,1
2017-07-01,0,piumhii,2,2,1
2017-07-01,0,planaltina,1,1,1
2017-07-01,0,poa,6,6,1
2017-07-01,0,pocinhos,1,1,1
2017-07-01,0,poco fundo,1,1,1
2017-07-01,0,poco verde,1,1,1
2017-07-01,0,pocos de caldas,6,6,1
2017-07-01,0,pombal,1,1,1
2017-07-01,0,pompeia,2,2,1
2017-07-01,0,ponta grossa,7,7,1
2017-07-01,0,ponta pora,2,2,1
2017-07-01,0,ponte nova,1,1,1
2017-07-01,0,ponte serrada,1,1,1
2017-07-01,0,porecatu,1,1,1
2017-07-01,0,portalegre,1,1,1
2017-07-01,0,portao,1,1,1
2017-07-01,0,porteiras,1,1,1
2017-07-01,0,porto alegre,55,55,1
2017-07-01,0,porto belo,1,1,1
2017-07-01,0,porto feliz,3,3,1
2017-07-01,0,porto seguro,1,1,1
2017-07-01,0,porto uniao,1,1,1
2017-07-01,0,porto velho,5,5,1
2017-07-01,0,posse,2,2,1
2017-07-01,0,potiragua,1,1,1
2017-07-01,0,potirendaba,1,1,1
2017-07-01,0,pouso alegre,9,9,1
2017-07-01,0,pradopolis,1,1,1
2017-07-01,0,praia grande,11,11,1
2017-07-01,0,prata,1,1,1
2017-07-01,0,presidente bernardes,2,2,1
2017-07-01,0,presidente epitacio,1,1,1
2017-07-01,0,presidente prudente,4,4,1
2017-07-01,0,presidente venceslau,2,2,1
2017-07-01,0,promissao,2,2,1
2017-07-01,0,prudente de morais,1,1,1
2017-07-01,0,prudentopolis,1,1,1
2017-07-01,0,quata,1,1,1
2017-07-01,0,quedas do iguacu,1,1,1
2017-07-01,0,queimados,3,3,1
2017-07-01,0,querencia,1,1,1
2017-07-01,0,quirinopolis,1,1,1
2017-07-01,0,quixabeira,1,1,1
2017-07-01,0,quixada,1,1,1
2017-07-01,0,quixere,1,1,1
2017-07-01,0,rancharia,2,2,1
2017-07-01,0,raposos,1,1,1
2017-07-01,0,reboucas,1,1,1
2017-07-01,0,recife,21,21,1
2017-07-01,0,redencao,2,2,1
2017-07-01,0,regente feijo,1,1,1
2017-07-01,0,registro,1,1,1
2017-07-01,0,renascenca,2,2,1
2017-07-01,0,resende,6,6,1
2017-07-01,0,reserva do cabacal,1,1,1
2017-07-01,0,riachao do jacuipe,1,1,1
2017-07-01,0,riacho das almas,1,1,1
2017-07-01,0,ribeira do amparo,1,1,1
2017-07-01,0,ribeirao,1,1,1
2017-07-01,0,ribeirao bonito,1,1,1
2017-07-01,0,ribeirao das neves,6,6,1
2017-07-01,0,ribeirao pires,6,6,1
2017-07-01,0,ribeirao preto,21,21,1
2017-07-01,0,ribeiropolis,1,1,1
2017-07-01,0,rio acima,1,1,1
2017-07-01,0,rio bananal,1,1,1
2017-07-01,0,rio bonito do iguacu,1,1,1
2017-07-01,0,rio branco,5,5,1
2017-07-01,0,rio brilhante,1,1,1
2017-07-01,0,rio claro,5,5,1
2017-07-01,0,rio das ostras,6,6,1
2017-07-01,0,rio de janeiro,295,295,1
2017-07-01,0,rio do sul,2,2,1
2017-07-01,0,rio grande,4,4,1
2017-07-01,0,rio grande da serra,1,1,1
2017-07-01,0,rio manso,1,1,1
2017-07-01,0,rio negrinho,1,1,1
2017-07-01,0,rio negro,1,1,1
2017-07-01,0,rio pardo,1,1,1
2017-07-01,0,rio verde,3,3,1
2017-07-01,0,riversul,1,1,1
2017-07-01,0,rodeio,1,1,1
2017-07-01,0,rodolfo fernandes,1,1,1
2017-07-01,0,rolandia,1,1,1
2017-07-01,0,rolante,2,2,1
2017-07-01,0,rondonopolis,4,4,1
2017-07-01,0,roseira,1,1,1
2017-07-01,0,rubiataba,1,1,1
2017-07-01,0,russas,1,1,1
2017-07-01,0,sabara,3,3,1
2017-07-01,0,salto,1,1,1
2017-07-01,0,salto veloso,1,1,1
2017-07-01,0,salvador,53,53,1
2017-07-01,0,sananduva,2,2,1
2017-07-01,0,sangao,1,1,1
2017-07-01,0,santa barbara,1,1,1
2017-07-01,0,santa barbara d oeste,1,1,1
2017-07-01,0,santa barbara d'oeste,3,3,1
2017-07-01,0,santa branca,1,1,1
2017-07-01,0,santa cecilia,1,1,1
2017-07-01,0,santa clara do sul,1,1,1
2017-07-01,0,santa cruz do capibaribe,1,1,1
2017-07-01,0,santa cruz do rio pardo,5,5,1
2017-07-01,0,santa cruz do sul,4,4,1
2017-07-01,0,santa fe do sul,1,1,1
2017-07-01,0,santa ines,1,1,1
2017-07-01,0,santa isabel,2,2,1
2017-07-01,0,santa isabel do para,1,1,1
2017-07-01,0,santa luzia,5,5,1
2017-07-01,0,santa maria,8,8,1
2017-07-01,0,santa maria da serra,1,1,1
2017-07-01,0,santa maria de jetiba,2,2,1
2017-07-01,0,santa mariana,1,1,1
2017-07-01,0,santa mercedes,1,1,1
2017-07-01,0,santa rita de minas,1,1,1
2017-07-01,0,santa rita do araguaia,1,1,1
2017-07-01,0,santa rita do passa quatro,1,1,1
2017-07-01,0,santa rita do sapucai,3,3,1
2017-07-01,0,santa rosa,1,1,1
2017-07-01,0,santa rosa de lima,1,1,1
2017-07-01,0,santa rosa de viterbo,1,1,1
2017-07-01,0,santa teresa,1,1,1
2017-07-01,0,santa tereza do oeste,1,1,1
2017-07-01,0,santana,1,1,1
2017-07-01,0,santana da vargem,1,1,1
2017-07-01,0,santana de parnaiba,4,4,1
2017-07-01,0,santarem,2,2,1
2017-07-01,0,santo amaro,1,1,1
2017-07-01,0,santo amaro da imperatriz,1,1,1
2017-07-01,0,santo amaro de campos,1,1,1
2017-07-01,0,santo anastacio,3,3,1
2017-07-01,0,santo andre,17,17,1
2017-07-01,0,santo angelo,5,5,1
2017-07-01,0,santo antonio de jesus,2,2,1
2017-07-01,0,santo antonio de padua,1,1,1
2017-07-01,0,santo antonio de posse,1,1,1
2017-07-01,0,santo antonio do palma,1,1,1
2017-07-01,0,santo antonio do planalto,1,1,1
2017-07-01,0,santo cristo,1,1,1
2017-07-01,0,santo estevao,1,1,1
2017-07-01,0,santos,27,27,1
2017-07-01,0,santos dumont,1,1,1
2017-07-01,0,sao bento do sul,2,2,1
2017-07-01,0,sao bento do una,1,1,1
2017-07-01,0,sao bernardo do campo,31,31,1
2017-07-01,0,sao borja,1,1,1
2017-07-01,0,sao caetano do sul,7,7,1
2017-07-01,0,sao carlos,11,11,1
2017-07-01,0,sao desiderio,1,1,1
2017-07-01,0,sao domingos,1,1,1
2017-07-01,0,sao felipe,1,1,1
2017-07-01,0,sao felix do xingu,1,1,1
2017-07-01,0,sao francisco,1,1,1
2017-07-01,0,sao geraldo,1,1,1
2017-07-01,0,sao goncalo,21,21,1
2017-07-01,0,sao gotardo,1,1,1
2017-07-01,0,sao joao,2,2,1
2017-07-01,0,sao joao da boa vista,3,3,1
2017-07-01,0,sao joao de meriti,9,9,1
2017-07-01,0,sao joao del rei,4,4,1
2017-07-01,0,sao joao do paraiso,1,1,1
2017-07-01,0,sao jose,3,3,1
2017-07-01,0,sao jose da barra,1,1,1
2017-07-01,0,sao jose de mipibu,1,1,1
2017-07-01,0,sao jose do cerrito,1,1,1
2017-07-01,0,sao jose do norte,1,1,1
2017-07-01,0,sao jose do ouro,1,1,1
2017-07-01,0,sao jose do rio pardo,3,3,1
2017-07-01,0,sao jose do rio preto,19,19,1
2017-07-01,0,sao jose dos campos,17,17,1
2017-07-01,0,sao jose dos pinhais,3,3,1
2017-07-01,0,sao jose dos quatro marcos,1,1,1
2017-07-01,0,sao leopoldo,6,6,1
2017-07-01,0,sao lourenco,1,1,1
2017-07-01,0,sao luis,19,19,1
2017-07-01,0,sao luis de montes belos,1,1,1
2017-07-01,0,sao luiz gonzaga,5,5,1
2017-07-01,0,sao manuel,1,1,1
2017-07-01,0,sao marcos,1,1,1
2017-07-01,0,sao mateus,3,3,1
2017-07-01,0,sao mateus do maranhao,1,1,1
2017-07-01,0,sao miguel das matas,1,1,1
2017-07-01,0,sao miguel do guama,1,1,1
2017-07-01,0,sao miguel do iguacu,2,2,1
2017-07-01,0,sao miguel do oeste,3,3,1
2017-07-01,0,sao paulo,503,503,1
2017-07-01,0,sao pedro da aldeia,3,3,1
2017-07-01,0,sao roque de minas,1,1,1
2017-07-01,0,sao sebastiao,2,2,1
2017-07-01,0,sao simao,1,1,1
2017-07-01,0,sao vicente,7,7,1
2017-07-01,0,sapiranga,2,2,1
2017-07-01,0,sapucaia,1,1,1
2017-07-01,0,sapucaia do sul,1,1,1
2017-07-01,0,sarandi,1,1,1
2017-07-01,0,segredo,1,1,1
2017-07-01,0,senador amaral,1,1,1
2017-07-01,0,senhor do bonfim,1,1,1
2017-07-01,0,seropedica,2,2,1
2017-07-01,0,serra,14,14,1
2017-07-01,0,serra de sao bento,1,1,1
2017-07-01,0,serra do ramalho,1,1,1
2017-07-01,0,serra dos aimores,1,1,1
2017-07-01,0,sertaozinho,2,2,1
2017-07-01,0,sete barras,1,1,1
2017-07-01,0,sete lagoas,4,4,1
2017-07-01,0,setubinha,1,1,1
2017-07-01,0,silveiras,1,1,1
2017-07-01,0,simplicio mendes,1,1,1
2017-07-01,0,siqueira campos,1,1,1
2017-07-01,0,sitio do quinto,1,1,1
2017-07-01,0,sobradinho,2,2,1
2017-07-01,0,sobral,4,4,1
2017-07-01,0,sombrio,1,1,1
2017-07-01,0,sorocaba,30,30,1
2017-07-01,0,sud mennucci,1,1,1
2017-07-01,0,sumare,9,9,1
2017-07-01,0,suzano,12,12,1
2017-07-01,0,taboao da serra,5,5,1
2017-07-01,0,tacaratu,1,1,1
2017-07-01,0,taguai,1,1,1
2017-07-01,0,taguatinga,1,1,1
2017-07-01,0,tambau,2,2,1
2017-07-01,0,tapejara,1,1,1
2017-07-01,0,tapes,2,2,1
2017-07-01,0,tapiratiba,1,1,1
2017-07-01,0,taquara,1,1,1
2017-07-01,0,taquari,1,1,1
2017-07-01,0,tatui,3,3,1
2017-07-01,0,taubate,12,12,1
2017-07-01,0,teixeira de freitas,1,1,1
2017-07-01,0,teodoro sampaio,1,1,1
2017-07-01,0,teofilo otoni,5,5,1
2017-07-01,0,teresina,7,7,1
2017-07-01,0,teresopolis,6,6,1
2017-07-01,0,terra rica,1,1,1
2017-07-01,0,tiangua,1,1,1
2017-07-01,0,tijucas,2,2,1
2017-07-01,0,timon,1,1,1
2017-07-01,0,timoteo,2,2,1
2017-07-01,0,toledo,2,2,1
2017-07-01,0,tramandai,4,4,1
2017-07-01,0,tremembe,1,1,1
2017-07-01,0,tres coracoes,1,1,1
2017-07-01,0,tres lagoas,2,2,1
2017-07-01,0,tres pontas,2,2,1
2017-07-01,0,tres rios,2,2,1
2017-07-01,0,trindade,3,3,1
2017-07-01,0,tubarao,6,6,1
2017-07-01,0,tucano,1,1,1
2017-07-01,0,tupa,4,4,1
2017-07-01,0,turmalina,1,1,1
2017-07-01,0,uba,4,4,1
2017-07-01,0,ubatuba,3,3,1
2017-07-01,0,uberaba,8,8,1
2017-07-01,0,uberlandia,8,8,1
2017-07-01,0,unai,2,2,1
2017-07-01,0,uniao da vitoria,1,1,1
2017-07-01,0,urbano santos,1,1,1
2017-07-01,0,uruacu,1,1,1
2017-07-01,0,uruara,1,1,1
2017-07-01,0,urubici,1,1,1
2017-07-01,0,urucui,1,1,1
2017-07-01,0,uruguaiana,4,4,1
2017-07-01,0,urupes,2,2,1
2017-07-01,0,valenca,2,2,1
2017-07-01,0,valinhos,11,11,1
2017-07-01,0,valparaiso de goias,2,2,1
2017-07-01,0,vargeao,1,1,1
2017-07-01,0,vargem grande paulista,2,2,1
2017-07-01,0,varginha,7,7,1
2017-07-01,0,varre-sai,1,1,1
2017-07-01,0,varzea do poco,1,1,1
2017-07-01,0,varzea paulista,2,2,1
2017-07-01,0,vassouras,3,3,1
2017-07-01,0,venda branca,1,1,1
2017-07-01,0,venda nova do imigrante,1,1,1
2017-07-01,0,ventania,1,1,1
2017-07-01,0,vera,1,1,1
2017-07-01,0,veranopolis,2,2,1
2017-07-01,0,verissimo,1,1,1
2017-07-01,0,vespasiano,2,2,1
2017-07-01,0,viamao,3,3,1
2017-07-01,0,vicosa,3,3,1
2017-07-01,0,videira,1,1,1
2017-07-01,0,vila rica,2,2,1
2017-07-01,0,vila velha,9,9,1
2017-07-01,0,vilhena,2,2,1
2017-07-01,0,vinhedo,3,3,1
2017-07-01,0,vista alegre do alto,1,1,1
2017-07-01,0,vitoria,17,17,1
2017-07-01,0,vitoria da conquista,4,4,1
2017-07-01,0,vitoria de santo antao,1,1,1
2017-07-01,0,vitorino freire,1,1,1
2017-07-01,0,volta redonda,6,6,1
2017-07-01,0,votorantim,5,5,1
2017-07-01,0,votuporanga,1,1,1
2017-07-01,0,xanxere,1,1,1
2017-07-01,0,xaxim,1,1,1
2017-07-01,1,belo horizonte,2,92,0.021739130434782608
2017-07-01,1,claudio,1,2,0.5
2017-07-01,1,colatina,1,4,0.25
2017-07-01,1,correia pinto,1,3,0.33333333333333331
2017-07-01,1,cubatao,2,3,0.66666666666666663
2017-07-01,1,feira nova,1,1,1
2017-07-01,1,itapira,1,4,0.25
2017-07-01,1,itaueira,1,1,1
2017-07-01,1,joao pessoa,1,12,0.083333333333333329
2017-07-01,1,mogi das cruzes,1,17,0.058823529411764705
2017-07-01,1,pocos de caldas,1,6,0.16666666666666666
2017-07-01,1,porto alegre,1,55,0.018181818181818181
2017-07-01,1,praia grande,1,11,0.090909090909090912
2017-07-01,1,santo angelo,1,5,0.2
2017-07-01,1,sao bernardo do campo,1,31,0.032258064516129031
2017-07-01,1,sao paulo,2,503,0.0039761431411530811
2017-07-01,1,sao pedro da aldeia,1,3,0.33333333333333331
2017-07-01,2,brasilia,1,73,0.0136986301369863
2017-07-01,2,claudio,1,2,0.5
2017-07-01,2,goiania,1,17,0.058823529411764705
2017-07-01,2,osasco,1,38,0.026315789473684209
2017-07-01,2,parnamirim,1,3,0.33333333333333331
2017-07-01,2,pirapozinho,1,2,0.5
2017-07-01,2,rio de janeiro,2,295,0.0067796610169491523
2017-07-01,2,santa teresa,1,1,1
2017-07-01,2,sao bernardo do campo,2,31,0.064516129032258063
2017-07-01,2,sao paulo,1,503,0.0019880715705765406
2017-07-01,2,suzano,1,12,0.083333333333333329
2017-07-01,3,belo horizonte,1,92,0.010869565217391304
2017-07-01,3,catanduva,1,5,0.2
2017-07-01,3,chapeco,1,4,0.25
2017-07-01,3,garanhuns,1,3,0.33333333333333331
2017-07-01,3,rio de janeiro,1,295,0.0033898305084745762
2017-07-01,3,sao paulo,2,503,0.0039761431411530811
2017-07-01,3,suzano,1,12,0.083333333333333329
2017-07-01,3,tambau,1,2,0.5
2017-07-01,4,alvorada,1,5,0.2
2017-07-01,4,belo horizonte,1,92,0.010869565217391304
2017-07-01,4,franco da rocha,1,5,0.2
2017-07-01,4,garanhuns,1,3,0.33333333333333331
2017-07-01,4,jaragua do sul,1,7,0.14285714285714285
2017-07-01,4,limeira,1,7,0.14285714285714285
2017-07-01,4,para de minas,1,3,0.33333333333333331
2017-07-01,4,porto alegre,1,55,0.018181818181818181
2017-07-01,4,sao paulo,3,503,0.0059642147117296221
2017-07-01,5,juiz de fora,1,16,0.0625
2017-07-01,5,nova granada,1,1,1
2017-07-01,5,osasco,1,38,0.026315789473684209
2017-07-01,5,pinheiral,1,1,1
2017-07-01,5,rio de janeiro,3,295,0.010169491525423728
2017-07-01,5,sao paulo,1,503,0.0019880715705765406
2017-07-01,6,belem,1,15,0.066666666666666666
2017-07-01,6,campina grande,1,6,0.16666666666666666
2017-07-01,6,diadema,1,10,0.1
2017-07-01,6,ferraz de vasconcelos,1,4,0.25
2017-07-01,6,floriano,1,2,0.5
2017-07-01,6,mata de sao joao,1,2,0.5
2017-07-01,6,nova iguacu,1,17,0.058823529411764705
2017-07-01,6,rio de janeiro,1,295,0.0033898305084745762
2017-07-01,6,salvador,1,53,0.018867924528301886
2017-07-01,6,santa rosa de lima,1,1,1
2017-07-01,6,sao paulo,1,503,0.0019880715705765406
2017-07-01,6,sao sebastiao,1,2,0.5
2017-07-01,7,colina,1,1,1
2017-07-01,7,curitiba,1,52,0.019230769230769232
2017-07-01,7,rio do sul,1,2,0.5
2017-07-01,7,sombrio,1,1,1
2017-07-01,8,franco da rocha,1,5,0.2
2017-07-01,8,guaxupe,1,2,0.5
2017-07-01,8,itapira,1,4,0.25
2017-07-01,8,rio de janeiro,2,295,0.0067796610169491523
2017-07-01,8,sao borja,1,1,1
2017-07-01,8,sao paulo,1,503,0.0019880715705765406
2017-07-01,9,barueri,1,10,0.1
2017-07-01,9,guaxupe,1,2,0.5
2017-07-01,9,maua,1,6,0.16666666666666666
2017-07-01,9,porto alegre,1,55,0.018181818181818181
2017-07-01,9,rio de janeiro,2,295,0.0067796610169491523
2017-07-01,9,sao borja,1,1,1
2017-07-01,9,sao carlos,1,11,0.090909090909090912
2017-07-01,9,sao paulo,2,503,0.0039761431411530811
2017-07-01,10,cachoeiro de itapemirim,1,4,0.25
2017-07-01,10,cianorte,1,1,1
2017-07-01,10,imperatriz,1,4,0.25
2017-07-01,10,jundiai,1,17,0.058823529411764705
2017-07-01,10,rio claro,2,5,0.4
2017-07-01,10,suzano,1,12,0.083333333333333329
2017-07-01,10,teofilo otoni,1,5,0.2
2017-07-01,11,camaragibe,1,1,1
2017-07-01,11,correia pinto,1,3,0.33333333333333331
2017-07-01,11,guaira,1,1,1
2017-07-01,11,itajuba,1,4,0.25
2017-07-01,11,osorio,1,1,1
2017-07-01,11,piraju,1,1,1
2017-07-01,11,rio de janeiro,1,295,0.0033898305084745762
2017-07-01,11,sao paulo,3,503,0.0059642147117296221
2017-07-01,11,vicosa,1,3,0.33333333333333331
2017-07-01,12,aracaju,1,8,0.125
2017-07-01,12,belo horizonte,1,92,0.010869565217391304
2017-07-01,12,caxias do sul,1,8,0.125
2017-07-01,12,jundiai,1,17,0.058823529411764705
2017-07-01,12,petrolandia,1,2,0.5
2017-07-01,13,angra dos reis,1,3,0.33333333333333331
2017-07-01,13,campinas,1,51,0.0196078431372549
2017-07-01,13,curitiba,1,52,0.019230769230769232
2017-07-01,13,garanhuns,1,3,0.33333333333333331
2017-07-01,13,poa,1,6,0.16666666666666666
2017-07-01,13,porto alegre,1,55,0.018181818181818181
2017-07-01,13,rio de janeiro,1,295,0.0033898305084745762
2017-07-01,13,sao paulo,1,503,0.0019880715705765406
2017-07-01,13,uba,1,4,0.25
2017-08-01,0,abaete,1,1,1
2017-08-01,0,abare,1,1,1
2017-08-01,0,acaiaca,1,1,1
2017-08-01,0,acarau,1,1,1
2017-08-01,0,adamantina,1,1,1
2017-08-01,0,afogados da ingazeira,1,1,1
2017-08-01,0,afonso claudio,2,2,1
2017-08-01,0,agua boa,1,1,1
2017-08-01,0,agua clara,1,1,1
2017-08-01,0,agua comprida,1,1,1
2017-08-01,0,agua nova,1,1,1
2017-08-01,0,aguai,1,1,1
2017-08-01,0,aguas belas,1,1,1
2017-08-01,0,aguas da prata,1,1,1
2017-08-01,0,aguas lindas de goias,1,1,1
2017-08-01,0,agudos,2,2,1
2017-08-01,0,alagoinhas,4,4,1
2017-08-01,0,alegre,1,1,1
2017-08-01,0,alegrete,1,1,1
2017-08-01,0,alem paraiba,1,1,1
2017-08-01,0,alfenas,1,1,1
2017-08-01,0,alfredo chaves,1,1,1
2017-08-01,0,almirante tamandare,2,2,1
2017-08-01,0,alta floresta,1,1,1
2017-08-01,0,altamira,1,1,1
2017-08-01,0,alto araguaia,1,1,1
