first_order_month,months_since,cohort_state,n_active,n_cohort,retention_pct
2018-07-01,0,RJ,663,663,1
2018-07-01,0,RN,28,28,1
2018-07-01,0,RO,16,16,1
2018-07-01,0,RR,4,4,1
2018-07-01,0,RS,297,297,1
2018-07-01,0,SC,189,189,1
2018-07-01,0,SE,24,24,1
2018-07-01,0,SP,2626,2626,1
2018-07-01,0,TO,22,22,1
2018-07-01,1,BA,1,234,0.0042735042735042739
2018-07-01,1,GO,1,105,0.0095238095238095247
2018-07-01,1,MG,3,619,0.0048465266558966073
2018-07-01,1,PR,2,304,0.0065789473684210523
2018-07-01,1,RJ,4,663,0.0060331825037707393
2018-07-01,1,RS,1,297,0.0033670033670033669
2018-07-01,1,SC,2,189,0.010582010582010581
2018-07-01,1,SE,1,24,0.041666666666666664
2018-07-01,1,SP,16,2626,0.0060929169840060931
2018-08-01,0,AC,3,3,1
2018-08-01,0,AL,15,15,1
2018-08-01,0,AM,4,4,1
2018-08-01,0,AP,2,2,1
2018-08-01,0,BA,157,157,1
2018-08-01,0,CE,54,54,1
2018-08-01,0,DF,141,141,1
2018-08-01,0,ES,100,100,1
2018-08-01,0,GO,113,113,1
2018-08-01,0,MA,29,29,1
2018-08-01,0,MG,680,680,1
2018-08-01,0,MS,35,35,1
2018-08-01,0,MT,39,39,1
2018-08-01,0,PA,42,42,1
2018-08-01,0,PB,28,28,1
2018-08-01,0,PE,81,81,1
2018-08-01,0,PI,19,19,1
2018-08-01,0,PR,313,313,1
2018-08-01,0,RJ,693,693,1
2018-08-01,0,RN,20,20,1
2018-08-01,0,RO,8,8,1
2018-08-01,0,RS,279,279,1
2018-08-01,0,SC,192,192,1
2018-08-01,0,SE,22,22,1
2018-08-01,0,SP,3056,3056,1
2018-08-01,0,TO,13,13,1
